original_message,summary,카테고리,감성,전체 감성
정말 갖고싶었는데 무이자 행사하길래 구입했습니다작업실에 tv가 없어 여러용도로 사용해보고자 구입했는데배송 되자마자 언박싱하고 이것저것등록하고유튜브로 좋아하는 방송을 틀어봤습니다뛰어난 화질과 스피커도 이정도면 들을만하고 무엇보다 독보적인 디자인과보관의 용이성...무엇보다도 터치스크린...진짜 너무 마음에 듭니다연시 가전은 엘지 ㅋㅋ근데 사진이 안올라가요 ㅠㅠ,"무이자 행사, 뛰어난 화질, 독보적 디자인, 터치스크린, 엘지 가전","무이자 행사, 화질, 디자인, 터치스크린, 브랜드","무이자 행사: 긍정, 화질: 긍정, 디자인: 긍정, 터치스크린: 긍정, 브랜드: 긍정",긍정
아주아주 좋아요 무게가 생각보다 많이 무겁지만 그래도 만족해요!!,"무거움, 만족","무게, 제품","무게: 부정, 제품: 긍정",중립
아주 좋아요 배송도 빠르고요,"빠른 배송, 만족",배송,배송: 긍정,긍정
화질도 좋고 특히 터치스크린인게 너무 좋네요 아이도 너무 좋아하네요다만 약간 무게감이 있네요,"좋은 화질, 터치스크린, 무게감","화질, 터치스크린, 무게","화질: 긍정, 터치스크린: 긍정, 무게: 부정",긍정
스탠바이미도 있고 이번에 캠핑장에서 쓰려고 스탠바이미 고를 구입했는데 일단 사운드가 굉장히 좋아졌습니다!모니터뒷쪽이 스피커가 나오다보니 스탠바이미의 단점이 보완된것같아요화질도 좋고 음질도 좋았습니다~~휴대성도 좋고 어디든 들고 다닐수 있어서 편하네요^^캠핑장에서 사용하기엔 최고의 제품인것같아용!!,"좋은 사운드, 보완된 단점, 좋은 화질, 좋은 음질, 좋은 휴대성, 캠핑용 최적","사운드, 화질, 휴대성, 캠핑용","사운드: 긍정, 화질: 긍정, 휴대성: 긍정, 캠핑용: 긍정",긍정
"생각보다 화면이 크고, 사운드도 좋아요서류 가방같은 본체케이스가 이동편의성을 업그레이드 시켜주는 것 같아요.타기기와도 호환이 잘 되고 무척 마음에 듭니다","큰 화면, 좋은 사운드, 이동편의성, 호환성, 만족","화면, 사운드, 이동편의성, 호환성","화면: 긍정, 사운드: 긍정, 이동편의성: 긍정, 호환성: 긍정",긍정
캠핑용으로 스탠바이미GO구매했어요찐으로 갖고싶었는데 받아보니 너무너무 조아요 개봉하자마자 딸래미 캠핑가자고난리난리 ㅋㅋ사운드도 빵빵 너무너무 만족합니다,"캠핑용, 만족, 좋은 사운드","캠핑용, 제품, 사운드","캠핑용: 긍정, 제품: 긍정, 사운드: 긍정",긍정
생각보다 크기나 화질이 너무좋네요 조작도 간편하구요굿입니다,"큰 크기, 좋은 화질, 간편한 조작","크기, 화질, 조작","크기: 긍정, 화질: 긍정, 조작: 긍정",긍정
화면 진짜 크고 보기에 좋습니다! 조작도 터치든 리모컨이든 너무 간편하고 OTT도 기본으로 다 깔려있어서 로그인 큐알로 다 후다닥 해버리고 따로 시간들인것도 없네요무거운건 이미 알고 예상했는데도 무겁네요!잘 사용할 것 같습니다:),"큰 화면, 간편한 조작, 기본 OTT, 무거움","화면, 조작, OTT, 무게","화면: 긍정, 조작: 긍정, OTT: 긍정, 무게: 부정",긍정
아주만족합니다..,만족,서비스,서비스: 긍정,긍정
지인 선물로 보내드렸는대 좋습니다,"지인 선물, 만족",선물,선물: 긍정,긍정
진짜 만족해요 배송도 빠르고 좋네요,"빠른 배송, 만족",배송,배송: 긍정,긍정
"캠핑할때랑 집에서 쓸려고샀는데 너무 잘산것같아요화질,사운드 다 맘에 드네요금액대비 만족 합니다.","화질, 사운드 만족, 금액대비 만족","화질, 사운드, 금액","화질: 긍정, 사운드: 긍정, 금액: 긍정",긍정
마니파시고 부자되세요,"부자, 축복",축복,축복: 긍정,긍정
가족여행 캠핑에 늘 함께 하게 된 스탠바이미GO ! 특히 밤에 모닥불 한켠에서 존재감 뿜뿜입니다~주변에서도 음향이 좋다며 인싸가 되어버렸네요^^즐거운 추억에 오랫동안 같이 남을 듯 해요^0^,"가족여행, 캠핑, 음향, 추억","가족여행, 캠핑, 음향, 추억","가족여행: 긍정, 캠핑: 긍정, 음향: 긍정, 추억: 긍정",긍정
기대만큼 좋아요ㅎㅎ원하는곳 어디서든 볼수있어서 좋아요~구글스토어 지원이됐으면 좋겠지만그래도 만족합니다^^ 유용하게 잘쓸게요,"기대 만족, 어디서든 사용, 구글스토어 미지원, 유용함","기대, 사용, 지원","기대: 긍정, 사용: 긍정, 지원: 부정",긍정
"왜 인기가 많은지 알겠어요,품질도 좋고 디자인도 만족스럽습니다.","좋은 품질, 만족스러운 디자인","품질, 디자인","품질: 긍정, 디자인: 긍정",긍정
캠핑때 빨리 들고 나가고 싶네요! 너무 좋아요,"캠핑, 빠른 사용, 만족","캠핑, 사용","캠핑: 긍정, 사용: 긍정",긍정
편안하고 화질이 좋음,"편안함, 좋은 화질","편안함, 화질","편안함: 긍정, 화질: 긍정",긍정
아주 만족하고 어서 캠핑때 쓰고싶어요,"만족, 캠핑 사용 기대",사용,사용: 긍정,긍정
정말 좋은 제품입니다.가족들도 좋아하네요!,"좋은 제품, 가족 만족","제품, 가족","제품: 긍정, 가족: 긍정",긍정
제품 잘 받았습니다 배송 빠르고 좋아요 ㅎㅎ,"빠른 배송, 좋은 제품","배송, 제품","배송: 긍정, 제품: 긍정",긍정
"배송 빠르고 아주 만족스럽습니다, 스탠바미이는 역시 최고!","빠른 배송, 최고 만족","배송, 제품","배송: 긍정, 제품: 긍정",긍정
할인할때 잘 샀어요 지정배송이여서 좋았는데 좀 지연되서 아쉽긴했어요,"할인, 지정배송, 지연","할인, 지정배송, 지연","할인: 긍정, 지정배송: 긍정, 지연: 부정",중립
너무 좋아요 고민하다가 늦게 받은게 후회되네요 설명서보고 설정 끝나니 영화보기도 너무 편하고 집순이라 너무 좋아요,"편리한 설정, 영화 감상, 집순이 만족","설정, 영화 감상, 사용","설정: 긍정, 영화 감상: 긍정, 사용: 긍정",긍정
잘 사용하고 있어요. 화질은 말할것도 없고 그냥 추천합니당,"좋은 화질, 추천",화질,화질: 긍정,긍정
"판매자분도 친절하시고, 기사분도 친절하셔서 여러모로 만족해요! 제품도 좋네요 굿굿","친절한 판매자, 친절한 기사, 좋은 제품","판매자, 기사, 제품","판매자: 긍정, 기사: 긍정, 제품: 긍정",긍정
"너무나 갖고 싶던 스탠바이미 고! 드디어 구매했어요! :) 추워서 아직 캠핑은 못 갔지만 3월에 얼른 가서 즐기고 싶네요!스탠바이미 고는 캠핑장가서 쓰려고 샀지만 의외로 집에서도 자주 사용해요~ 남편이 티비 연결해서 플스할 때 스탠바이미고로 노래를 틀기도 하고, 또 보드게임 기능도 넘 재밌어서 자꾸 하게되네요ㅋㅋ 무게의 경우 꽤 무겁지만 그래서 더 안정감이 느껴지고, 화면도 크고 화질도 좋아서 매우 만족합니다! :D","스탠바이미 고, 캠핑, 집 사용, 티비 연결, 보드게임, 무게, 안정감, 큰 화면, 좋은 화질, 만족","제품, 사용, 기능, 무게, 화면, 화질","제품: 긍정, 사용: 긍정, 기능: 긍정, 무게: 긍정, 화면: 긍정, 화질: 긍정",긍정
스탠바이미 GO 구매 강추!! 캠핑을 즐기는 우리 가족은필수 템이 될꺼 같아요.캠핑 다닐때 ㅅㅅ브랜드 스마트 TV를 사용 하고 있었는데...처분하고 스탠바이고로 갈아 탔어요 ㅎㅎㅎ터치식이 너무 좋고 보관도 확실이 좋고 특히 사운드가틀립니다.그리고 게임도 할수 있다는 것!!!!역시 가전은 LG? :),"캠핑 필수템, 터치식, 보관 용이, 뛰어난 사운드, 게임 가능, LG 가전","캠핑, 터치식, 보관, 사운드, 게임, 브랜드","캠핑: 긍정, 터치식: 긍정, 보관: 긍정, 사운드: 긍정, 게임: 긍정, 브랜드: 긍정",긍정
캠핑용으로도 구매했지만 집에서도 쓰려구 받침대사서 잘 쓰고 있습니다무게감 있고 고급져요!! 정말 깔끔 그자체!! 음질도 괜찮구 화질도 좋아요! 리모콘도 있어서 정말 편해요이제 캠핑갈때 장비 다 안 챙기구ㅜㅜ 이것만 가져가면 되요! 넘 편해요ㅜㅠ,"무게감, 고급스러움, 깔끔, 좋은 음질, 좋은 화질, 편리한 리모콘, 캠핑 편리함","무게감, 디자인, 음질, 화질, 리모콘, 캠핑 편리함","무게감: 긍정, 디자인: 긍정, 음질: 긍정, 화질: 긍정, 리모콘: 긍정, 캠핑 편리함: 긍정",긍정
갖고 싶었던 제품인데 카드할인받고 저렴하게 구매했어요 하루만에 받아서 너무 좋아요 앞으로 잘사용할 것 같습니다.,"카드할인, 저렴한 가격, 빠른 배송","가격, 배송","가격: 긍정, 배송: 긍정",긍정
구매하고 생각보다 커서 놀라긴 했는데TV를 휴대용으로 가지고 다닐수 있어정말 편리합니다.,"큰 크기, 휴대용, 편리함","크기, 휴대성, 편리함","크기: 중립, 휴대성: 긍정, 편리함: 긍정",긍정
잘 쓰고 있습니다 감사합니다,감사,사용,사용: 긍정,긍정
캠핑할때 볼려고 구매했어요1세대 2세대 2가지 다 가지고있구요가방으로 되어있어서 더 편하네요,"캠핑, 편리한 가방","구매, 캠핑, 가방","구매: 긍정, 캠핑: 긍정, 가방: 긍정",긍정
빠른배송 맘에 듭니다. 기사님이 친절하세요.,"빠른 배송, 친절한 기사님","배송, 서비스","배송: 긍정, 서비스: 긍정",긍정
"텐트에서 너무 잘 사용하고 있어요~~~ ^^ 분위기도 한층 따뜻해지고, 여유로운 캠핑되어 너무 좋습니다. ^^","따뜻한 분위기, 여유로운 캠핑","사용, 분위기, 캠핑","사용: 긍정, 분위기: 긍정, 캠핑: 긍정",긍정
룸앤티비 3달만에 박살나서 지름 좋아요,"내구성 문제, 지름 만족","내구성, 구매","내구성: 부정, 구매: 긍정",중립
배송 빨라서 좋아요 추천,"빠른 배송, 추천",배송,배송: 긍정,긍정
갖고싶던 스탠바이미고 드디어 샀습니다.. 휴대용 플레이어라고 해야하나..아주 즣아요~~ 이벤트도 있어서 할인도 받아서 잘 샀네요.,"휴대용 플레이어, 할인 이벤트","제품, 가격","제품: 긍정, 가격: 긍정",긍정
화질만 더 좋았으면 하는데 여러모로 유용합니다,"유용함, 화질 아쉬움","화질, 유용성","화질: 부정, 유용성: 긍정",중립
"캠핑용으로 사용하던 룸앤티비 2세대 매번 가방에 넣고 빼고 하는게 번거로와서 이번에 바꿨습니다. 무겁지만 튼튼한 케이스, 터치 화면도 편합니다.","튼튼한 케이스, 편리한 터치 화면","케이스, 터치 화면","케이스: 긍정, 터치 화면: 긍정",긍정
가격 착하고 배송도 빠르고 강추입니다.,"착한 가격, 빠른 배송, 강추","가격, 배송","가격: 긍정, 배송: 긍정",긍정
기다리고기다리던 스탠바이미고 기존에lg룸엔티비를 너무잘사용해서 한치에 머뭇거림없이 행사기간에좋은가격으로 잘구매했습니다 이번주캠핑이너무기대가됩니다,"좋은 가격, 기대감","가격, 기대감","가격: 긍정, 기대감: 긍정",긍정
캠핑의 명품급인 스텐바이미고 실물로 보니 고급직007가방같네요..여자가 들기엔 생각보다 무겁고 화질 짱입니다 역쉬 엘지~이번주 캠핑가서 개시해야겠어요,"고급 디자인, 무거움, 뛰어난 화질","디자인, 무게, 화질","디자인: 긍정, 무게: 부정, 화질: 긍정",긍정
"생각보다 크고 조금 무거운데, 일단 매우 좋은 것 같네요. 스마트폰 테더링으로 연결하니까 진짜 너무 좋습니다.","크기, 무게, 좋은 품질, 스마트폰 테더링, 편리함","크기, 무게, 품질, 연결","크기: 부정, 무게: 부정, 품질: 긍정, 연결: 긍정",중립
배송 제품 기사님 다 굿,"배송, 제품, 기사님, 굿","배송, 제품, 기사님","배송: 긍정, 제품: 긍정, 기사님: 긍정",긍정
캠핑장에서 써봤는데 좋으네요~ㅎㅎ다만 꼭 올려놓을곳이 필요한게 아쉽네요~,"좋은 품질, 설치 필요","품질, 설치","품질: 긍정, 설치: 부정",중립
무게를 생각하지 않고 구매를 하였습니다 . 편리성은 좋은 편인데 화질은 그닥 좋지 않은 편이며 캠핑이나 야외에서 사용하기엔 좋은 제품인것 같아요. 판매자님이 가장 저렴하게 판매하여 구매를 하였습니다 .,"편리성, 화질 불만, 캠핑 적합, 저렴한 가격","편리성, 화질, 캠핑 적합성, 가격","편리성: 긍정, 화질: 부정, 캠핑 적합성: 긍정, 가격: 긍정",긍정
실제로 제품을 받아보니 크기가 큽니다~~스탠바이미를 가지고 있는데 이동이 조금 불편한데 스탠바이미고는 이동이 편리합니다~~ 캠핑가서도 유용하게 사용할거 같아요~~~^^,"큰 크기, 이동 편리, 캠핑 유용","크기, 이동, 캠핑","크기: 부정, 이동: 긍정, 캠핑: 긍정",긍정
배송이 빨라서 좋왔어요,빠른 배송,배송,배송: 긍정,긍정
"2023년 11월21일에 구입했는데 2024년1월6일인데도 아직 배송이 안되었네요. 선물해드린다고 한거였고, 회사 회계도 마감되서 환불받는것도 안되고 어떻게 해야할지 모르겠네요. 물량이 없으면 판매를 하지 말았어야 하는거 아닌가요? 정말 실망스럽습니다. 빨리 좀 배송 해주세요.","배송 지연, 환불 불가, 실망","구입 날짜, 배송, 환불, 재고","구입 날짜: 중립, 배송: 부정, 환불: 부정, 재고: 부정",부정
괜찮은거 같습니다.,괜찮음,품질,품질: 긍정,긍정
크기도 작을줄알았는데.생각보다 너무크고 휴대도.되고 여러가지 볼수있는 채널도 게임도할수있어 너무좋아ᄋᆞ.이제품.완전.득탬입니다활용도짱입니다제품잘만들었네요.캠핑용으로진짜 최고입니다저희는 집에 티비가고장나서 가정에서 이용중입니다,"큰 크기, 휴대 가능, 다양한 채널, 게임 가능, 높은 활용도, 캠핑용, 가정용","크기, 휴대성, 채널 다양성, 게임 기능, 활용도, 캠핑용, 가정용","크기: 긍정, 휴대성: 긍정, 채널 다양성: 긍정, 게임 기능: 긍정, 활용도: 긍정, 캠핑용: 긍정, 가정용: 긍정",긍정
간편한 휴대성과 깨끗하고 선명한화질 역시 엘지입니다,"간편한 휴대성, 선명한 화질, 엘지","휴대성, 화질, 브랜드","휴대성: 긍정, 화질: 긍정, 브랜드: 긍정",긍정
일단 주변에서 너무나 부러워합니다. 쓰임은 활용하기 나름인데. 진짜 시각적으로 완전 유니크합니다. 다만. 생각보다 좀 무겁긴 합니다............,"유니크한 디자인, 무거움","디자인, 무게","디자인: 긍정, 무게: 부정",중립
잘 받았습니다 감사합니다,감사,배송,배송: 긍정,긍정
캠핑가서 사용할려고 구매 했습니다. 화질도 좋고 휴대도 편하고 여러모로 잘사용하고 왔습니다.만족합니다,"좋은 화질, 편리한 휴대, 만족","화질, 휴대성, 사용","화질: 긍정, 휴대성: 긍정, 사용: 긍정",긍정
