original_message,summary,카테고리,감성,전체 감성
도라에몽 <b>스탠바이미</b> 2 지난주에 1을 보고 울고불고 하고선 2도 궁금하고 애플씨랑 볼 수 있는... 기억을 반쯤 지워주는 맛이었다. 보통 트럭이면 손만두 아니냐고ㅋㅋㅋㅋ #오늘일기 #블챌 #도라에몽<b>스탠바이미</b>2,"도라에몽 스탠바이미 2, 감동, 기억, 애플씨, 트럭, 손만두","영화, 감동, 기억, 애플씨, 트럭, 손만두","영화: 긍정, 감동: 긍정, 기억: 긍정, 애플씨: 긍정, 트럭: 중립, 손만두: 중립",긍정
"행사장에서 주로 찾아주시는 45인치 삼성세로티비 TV(티비) 스마트한 스탠드형 티비 제품입니다.... TV모니터, 이동식티비, 대형 스크린 행사용TV lg<b>스탠바이미</b> 삼성더세로티비 43인치 ~ 86인치 까지 최신... ","스마트 스탠드형 TV, 이동식 TV, 대형 스크린, 최신 모델","스마트 스탠드형 TV, 이동식 TV, 대형 스크린, 최신 모델","스마트 스탠드형 TV: 긍정, 이동식 TV: 긍정, 대형 스크린: 긍정, 최신 모델: 긍정",긍정
추천 <b>스탠바이미</b> 경복궁 LP바  STAND BY ME 위치 경복궁역 도보 8분 영업 시간 매일 18:30 - 24:00 2차로 가기 좋은 서촌 데이트장소 톰소영 추천 지수 ★★★★★ 꺄 2차로 가기 정말 좋은 서촌 와인바 <b>스탠바이미</b>... ,"경복궁역, 서촌 데이트장소, 와인바, 톰소영 추천, ★★★★★","위치, 데이트장소, 와인바, 추천","위치: 긍정, 데이트장소: 긍정, 와인바: 긍정, 추천: 긍정",긍정
"여러분, 품질이 검증된 세일1등 힐링쉴드 LG <b>스탠바이미</b> 27ART10AKPL 스탠드 무광 외부보호필름 세트에 대한 상품 TOP5개 상품을 추천해드리려고 합니다. 판매량이 많은, 후기도 좋은, 가성비도 좋은... ","품질 검증, 판매량, 후기, 가성비","품질, 판매량, 후기, 가성비","품질: 긍정, 판매량: 긍정, 후기: 긍정, 가성비: 긍정",긍정
LG<b>스탠바이미</b> GO 집에서도 야외에서도!! 심플한 디자인 아쥬 맘에 듭니다. LG<b>스탠바이미</b> GO 27LX5QKNA 가전제품이 워낙 고가이다보니 막상 구입하려면 목돈지출에 대한 부담이 있는데요 여러분 상조가입을 통해서... ,"심플한 디자인, 고가, 목돈지출 부담","디자인, 가격","디자인: 긍정, 가격: 부정",중립
금성오락실에서 만나 본 LG <b>스탠바이미</b> 드디어 실물영접했네요~ 사진. 글. 영상 @비주언니 안녕하세요... LG <b>스탠바이미</b>!!! 드디어 실물을 영접 했습니다. 크~~~ 실제로 보니 더 갖고 싶었어요. 저 진짜 이사하면 TV... ,"LG 스탠바이미, 실물, 갖고 싶음","제품, 실물","제품: 긍정, 실물: 긍정",긍정
LG TV <b>스탠바이미</b> 스탠드 엘지이동식 티비 거치대 LG <b>스탠바이미</b>는 디자인도 예쁘고 실용적이라서 1인 가구나 집꾸미기 좋아하시는 분들에게 로망읭의 TV인 것 같아요. 기존에 사용하던 것과는 다르게 화이트... ,"예쁜 디자인, 실용적, 1인 가구, 집꾸미기","디자인, 실용성, 1인 가구, 집꾸미기","디자인: 긍정, 실용성: 긍정, 1인 가구: 긍정, 집꾸미기: 긍정",긍정
출시한 <b>스탠바이미</b>TV와 관련된 포스팅이 게시되었다. TV가 좋아보인다. 삼성 제품만 쓸 줄 알았는데 LG제품을 구매하다니 신기하다. LG <b>스탠바이미</b> TV보다는 문이 양쪽으로 열리는 집에 살다니 부럽다. 등의... ,"LG 스탠바이미 TV, 신기한 구매, 양쪽으로 열리는 문","제품, 구매, 집","제품: 긍정, 구매: 긍정, 집: 긍정",긍정
<b>스탠바이미</b> 정말 잘 사용중입니다 너무 좋죠 디자인도 너무 이쁘고 ㅎㅎ 침대옆에 세워두면 인테리어 효과도! 근데! 기본으로 제공되는 휴대폰 거치대를 꽂은채로 뒀는데... 이렇게 누렇게 변색이.. 난감하네요... ,"디자인, 인테리어 효과, 변색 문제","디자인, 인테리어 효과, 변색 문제","디자인: 긍정, 인테리어 효과: 긍정, 변색 문제: 부정",중립
"LG <b>스탠바이미</b> 내돈내산 솔직리뷰 장, 단점 알려드릴게요 일단 저는 티비를 잘 안보다 보니 처음 독립했을 때부터 티비가 없이 지내왔었는데 구경 목적으로 간 가전매장에서 <b>스탠바이미</b>를 보자말자 너무 예뻐... ","스탠바이미, 예쁜 디자인, 장단점","디자인, 기능","디자인: 긍정, 기능: 중립",긍정
"모바일로 듣던 음악들을 LG <b>스탠바이미</b> Go로 들으면 풍부한 음량으로 감상할 수 있겠죠? LG <b>스탠바이미</b> Go 덕분에 캠핑 갈 때, 굳이 블루투스 스피커를 딸 챙길 필요가 없어서 너무 좋더라고요. 유튜브에... ","풍부한 음량, 캠핑 편리","음량, 캠핑 편리","음량: 긍정, 캠핑 편리: 긍정",긍정
"매일 마실 야채주스 찾고 있다면 프레딧에서 하루야채 정기배송 신청하고 LG<b>스탠바이미</b>도 받아보세요!... 1등은 새로 나온 LG <b>스탠바이미</b> Go를, 2등은 LG <b>스탠바이미</b>가 경품이거든요. 각각 1명씩 추첨한다고... ","야채주스 정기배송, LG 스탠바이미 경품, 추첨 이벤트","정기배송, 경품, 추첨","정기배송: 긍정, 경품: 긍정, 추첨: 긍정",긍정
"오늘은 아주 핫한 &quot;무빙큐빅스 스마트 삼탠바이미 SET 이동식 tv 거치대 <b>스탠바이미</b>, 32인치, GTNB321HD11(화이트), 스탠드형, 고객직접설치&quot;에 대한 상품을 추천해드리려고 합니다. 판매량이 많은, 후기도 좋은... ","인기 상품, 높은 판매량, 좋은 후기","판매량, 후기, 상품","판매량: 긍정, 후기: 긍정, 상품: 긍정",긍정
어쩌다 보니 쿠팡에서 핫딜로 사게 된 lg<b>스탠바이미</b>를 일주일간 사용해 보고 난 느낌과 제품에 대해 간단하고도 자세하게 써볼게요~ <b>스탠바이미</b>는 엘지 기사님들이 오셔서 설치를 해주시는데요. 먼저 박스... ,"핫딜, 일주일 사용, 설치 서비스","핫딜, 사용, 설치","핫딜: 긍정, 사용: 긍정, 설치: 긍정",긍정
LG <b>스탠바이미</b>는 스마트폰을 닮은 홈 화면인데 모바일과 태블릿 PC보다 훨씬 더 큰 화면으로 누구나 쉽게 사용할 수 있어서 남녀노소 누구나 편하게 사용할 수 있어요. 내가 원하는 자세에 맞춰 각도와 위치를... ,"큰 화면, 쉬운 사용, 남녀노소 편리, 조절 가능한 각도와 위치","화면 크기, 사용 편의성, 사용자 범위, 각도와 위치 조절","화면 크기: 긍정, 사용 편의성: 긍정, 사용자 범위: 긍정, 각도와 위치 조절: 긍정",긍정
"<b>스탠바이미</b> 브랜드 붐 최근 한국의 패션 시장에서는 '<b>스탠바이미</b>' 브랜드들이 큰 인기를 끌고 있습니다. '<b>스탠바이미</b>'란 'Stand By Me(나와 함께 있어줘)'의 줄임말로, 소비자들과 브랜드 간의 강한 유대감과 소통을... ","스탠바이미 브랜드 인기, 소비자 유대감","브랜드, 유대감, 소통","브랜드: 긍정, 유대감: 긍정, 소통: 긍정",긍정
홈트레이닝 시에도 이동식 스탠드 특징을 활용해서 거실이나 내 방에서 사용할 수 있고요. 출처 - LG전자 LG<b>스탠바이미</b>의 중요한 역할을 하는 바퀴(휠)는 5개가 부착되어있습니다. 높이와 각도 조절이 편하기... ,"이동식 스탠드, 바퀴 5개, 높이와 각도 조절","이동식 스탠드, 바퀴, 높이와 각도 조절","이동식 스탠드: 긍정, 바퀴: 긍정, 높이와 각도 조절: 긍정",긍정
"LG<b>스탠바이미</b> 구성품 : <b>스탠바이미</b>(27ART10), 제품사용설명서, 충전기어뎁터, 리모컨, 건전지, 모바일 거치대 #엘지<b>스탠바이미</b> 스탠드 길이와 모니터 크기가 있다보니까 제품 포장박스 크기도 엄청컸다. 배송이... ","구성품, 큰 포장박스","구성품, 포장박스","구성품: 긍정, 포장박스: 중립",중립
"5점 | 상품후기 62개) ■ 중소삼탠바이미 인기 후기 Top5 위 ■ 무빙큐빅스 스마트 삼탠바이미 SET 이동식 tv 거치대 <b>스탠바이미</b>, 32인치, GAT321HD11(블랙), 스탠드형, 고객직접설치  상품가격  ↓ 529... ","인기, 이동식 TV 거치대, 스탠드형, 고객직접설치","인기, 이동식 TV 거치대, 스탠드형, 고객직접설치","인기: 긍정, 이동식 TV 거치대: 긍정, 스탠드형: 긍정, 고객직접설치: 중립",긍정
엘지 스탠바이비Go(27LX5)를 캠핑용TV라고 불러도 될까? 살짝 고민하게 만드는 제품입니다. TV라면... LG전자의 <b>스탠바이미</b>Go는 공중파 방송을 지원하지 않기 때문에 캠핑용 TV보다는 캠핑용 대형... ,"캠핑용 대형, 공중파 방송 미지원","캠핑용, 공중파 방송","캠핑용: 긍정, 공중파 방송: 부정",중립
"배터리 무게 지상파 지난번에는 기존의 <b>스탠바이미</b> 스탠형에 대해 포스팅을 했었는데요. 이번에... 엘지 <b>스탠바이미</b>고 ⑤ 블루투스, HDMI, USB 등으로 다양한 기기를 연결하는 것도 가능합니다. 모바일 미러링도... ","다양한 연결, 모바일 미러링","연결, 모바일 미러링","연결: 긍정, 모바일 미러링: 긍정",긍정
LG전자 <b>스탠바이미</b>Go 2023 vs 2024: 27LX5QKNA와 27LX5QMNA 비교 분석 LG전자의 <b>스탠바이미</b>Go 시리즈는... 무게(스탠드 제외) | UR... ,"스탠바이미Go 2023, 2024 비교, 무게","비교, 무게","비교: 중립, 무게: 중립",중립
텔레비전 <b>스탠</b>드 자체가 엄청 튼튼하기 땜시롱 하루에 수십 번을 왔다~갔다~ 끌었다~ 당겼다~ 해도 망가질 기미 조차 안 보임. 17.5kg이라 살짝 무게감이 있는 편이라 밀 때 살짝 묵직하긴 한데 바퀴가 워낙 잘... ,"튼튼한 스탠드, 무게감, 잘 움직이는 바퀴","스탠드, 무게, 바퀴","스탠드: 긍정, 무게: 중립, 바퀴: 긍정",긍정
"<b>스탠 바이 미</b> 1960년대 캐슬록에 사는 12살 동갑내기 네 친구 고디, 테디, 크리스, 번은 아지트 나무집에... <b>스탠 바이 미</b> 저자 스티븐 킹 출판 황금가지 발매 2010.04.05. 영화 &lt;<b>스탠 바이 미</b>&gt; 후기 https://blog.naver.com... ","1960년대, 네 친구, 스티븐 킹, 영화 후기","시대 배경, 등장인물, 저자, 출판사, 발매일, 영화 후기","시대 배경: 중립, 등장인물: 중립, 저자: 중립, 출판사: 중립, 발매일: 중립, 영화 후기: 중립",중립
"도라에몽 <b>스탠바이미</b>를 감상했습니다. 도라에몽 역대급 명작으로 불리우는데, 사실 저는 좀 미묘하긴... 도라에몽 <b>스탠바이미</b>는 도라에몽 최초의 3D 극장판 애니메이션으로 재미와 감동을 모두 잡았다고... ","도라에몽 3D 극장판, 재미, 감동","애니메이션, 3D, 극장판, 재미, 감동","애니메이션: 긍정, 3D: 긍정, 극장판: 긍정, 재미: 긍정, 감동: 긍정",긍정
오늘 소개드릴 제품은 나만을 위한 프라이빗 스크린 어디서든 자유롭게 감상이 가능한 이동식 TV가 필요한 분들을 위한 제품 LG <b>스탠바이미</b> 렌탈 모델에 대해서 소개해드리려 해요 LG<b>스탠바이미</b>는 개인... ,"프라이빗 스크린, 이동식 TV, LG 스탠바이미, 렌탈 모델","프라이빗 스크린, 이동식 TV, 렌탈 모델","프라이빗 스크린: 긍정, 이동식 TV: 긍정, 렌탈 모델: 긍정",긍정
"딸아이는 바이올린, 저는 피아노. 신랑은 기타랑 드럼 그리고 음향이라는 전공을 공부할 때 LG <b>스탠바이미</b>를 적극 활용해요. 음악 감상을 할 때 LG 시네빔으로 허전한 벽면을 채우고, 턴테이블 곁에 관련... ","음악 전공, LG 스탠바이미, LG 시네빔, 턴테이블","음악 전공, LG 스탠바이미, LG 시네빔, 턴테이블","음악 전공: 긍정, LG 스탠바이미: 긍정, LG 시네빔: 긍정, 턴테이블: 긍정",긍정
도라에몽 <b>스탠바이미</b>2 2021년 5월 한국 개봉 어느날 진구는 돌아가신 할머니와의 추억이 담긴 낡은 곰... 도라에몽 <b>스탠바이미</b>2가 드디어 티저 예고편을 처음으로 공개 아직 더빙은 되지 못한건지 아니면... ,"도라에몽 스탠바이미2, 한국 개봉, 티저 예고편 공개","개봉, 예고편 공개","개봉: 긍정, 예고편 공개: 긍정",긍정
LP바 <b>스탠바이미</b> (stand by me) 서촌 술집 추천 위치 : 경복궁역 2번출구에서 479m 직진  : 02-722-1014 사진상의 골목으로 들어가면 얼마안가 <b>스탠바이미</b> 표지판 발견 딱봐도 분위기 좋은 조용한 곳에 위치해있는것을... ,"분위기 좋은, 조용한 위치, 경복궁역 근처","위치, 분위기","위치: 긍정, 분위기: 긍정",긍정
처형분께 스타일러를 신혼선물로 받으면서 덤으로 싸게 <b>스탠바이미</b>까지 구입하게 되었습니다 (품번... 신혼가전으로 <b>스탠바이미</b>는 최적의 대안이라는 생각이 들어서 큰맘먹고 구입하게 되었습니다 솔직한... ,"신혼선물, 스탠바이미 구입, 최적의 대안","신혼선물, 구입","신혼선물: 긍정, 구입: 긍정",긍정
프레딧에서 하나라도정기구독하면 엘지 <b>스탠바이미</b>의 행운까지 봄과 함께 찾아오는 선물... 아이템인 <b>스탠바이미</b>를 준다는!!! 프레딧에서 나에게 필요한 아이템을 찾아 첫 정기구독 신청을 하면 푸드&amp;라이프... ,"정기구독, 스탠바이미, 선물","정기구독, 스탠바이미, 선물","정기구독: 긍정, 스탠바이미: 긍정, 선물: 긍정",긍정
쓰고싶어 <b>스탠바이미</b>로 결정했는데 정말 잘한 생각인 것 같슴당ㅎㅎㅎ 이유식 소분하는 지루한 시간에도 스탠바이아주미 블로그 포스팅할때는 스타벅스 매장음악 틀어줘야 제맛. 원래 저의 애착기기는... ,"스탠바이미, 블로그 포스팅, 스타벅스 음악","기기, 블로그 포스팅, 음악","기기: 긍정, 블로그 포스팅: 긍정, 음악: 긍정",긍정
콘센트가 없는 식탁쪽에서도 편하게 무선으로 넷플릭스를 즐길 수 있어요 무빙휠로 이동도 굉장히 편하구요 LG<b>스탠바이미</b>는 핸드폰 미러링도 가능하구요 모바일의 NFC 기능을 켜고 <b>스탠바이미</b> 후면 NFC... ,"무선, 이동 편리, 핸드폰 미러링, NFC 기능","무선, 이동, 핸드폰 미러링, NFC 기능","무선: 긍정, 이동: 긍정, 핸드폰 미러링: 긍정, NFC 기능: 긍정",긍정
LG<b>스탠바이미</b>고렌탈은? ＊OIO-2434-2482＊ 오늘 소개를 드릴 제품은 선명한 화질을 자랑하면서 야외에서도 편리하게 들고 다닐 수 있는 이동성 좋은 LG<b>스탠바이미</b>고렌탈에 대한 포스팅입니다. 많은 현장에서... ,"선명한 화질, 이동성, LG 스탠바이미 고렌탈","화질, 이동성, 제품","화질: 긍정, 이동성: 긍정, 제품: 긍정",긍정
음악을 좋아하시는 분들께 추천드리고 싶은 와인바입니다. 이번에 소개해 드릴 곳은 서촌에 있는 LP바... by <b>스탠바이미</b>(경복궁역)] 안주가 준비되었으니 Stand by Me 를 제대로 즐겨보겠습니다. (보통 와인바는 2... ,"음악, 와인바, 서촌, LP바, 스탠바이미","음악, 와인바, 서촌, LP바, 스탠바이미","음악: 긍정, 와인바: 긍정, 서촌: 긍정, LP바: 긍정, 스탠바이미: 긍정",긍정
"LG<b>스탠바이미</b> 렌탈은 대박가이! 다량렌탈도 가능합니다. 요즘 대세는 <b>스탠바이미</b> 디스플레이 깔끔한 외관과 편리한 사용으로 디스플레이노출에 최적화 되어 있습니다. 다양한 행사와 컨퍼런스, 돌잔치... ","대세, 깔끔한 외관, 편리한 사용, 최적화, 다양한 행사","디스플레이, 외관, 사용, 행사","디스플레이: 긍정, 외관: 긍정, 사용: 긍정, 행사: 긍정",긍정
