issue,theme,긍정,부정,중립,total
광고 이벤트,이벤트 및 프로모션,1,0,0,1
광고 음악,부가 기능 및 기타,0,0,1,1
광고 신뢰성 증가,제품 인지도 및 광고,1,0,0,1
광고 관심,광고 및 홍보,0,0,1,1
광고 V-LOG 컨셉 좋음,기타,1,0,0,1
관심 증가,사용자 경험 및 만족도,1,0,0,1
구매 결심,기타,1,0,0,1
관심 요청,제품 출시 및 트렌드,0,0,1,1
관심 변화,기타,0,0,1,1
관리 상태 양호,제품 상태 및 문제,1,0,0,1
관련 제품 구매,기타,0,0,1,1
관객 기대감 상승,광고 및 홍보,1,0,0,1
과목 추가 비용 제외,추가 비용 및 조건,0,1,0,1
과도한 월세지출,기타,0,1,0,1
과거 회상,기타,0,0,1,1
공홈 할인가 26.5만원,가격 및 거래,0,0,1,1
광고 효과 의문,기타,0,0,1,1
광고모델 변우석,기타,0,0,1,1
광명애견운동장 근접,기타,0,0,1,1
광시야각 패널,기능 및 성능,1,0,0,1
구매 가이드 제공,기타,0,0,1,1
구매 가격 만족,기타,1,0,0,1
구매 가격,제품 정보 및 혜택,0,0,1,1
구로3동 거래 희망,거래 및 배송 관련,0,0,1,1
구독/렌탈,가격 및 구매 옵션,0,0,1,1
구독 혜택,기타,0,0,1,1
구독 특가전,프로모션 및 혜택,0,0,1,1
구독 가능,기타,1,0,0,1
구글티비 사용 문제 해결,기타,1,0,0,1
구글 크롬캐스트 빌트인,제품 및 기술 사양,1,0,0,1
구글 인증 OS 탑재,기타,1,0,0,1
구글 안드로이드,기술 및 기능,0,0,1,1
교훈적인 이야기,기타,0,0,1,1
교환 필요,제품 결함 및 서비스,0,0,1,1
교환 가능,추천 및 계획,0,0,1,1
교촌치킨 허니콤보 웨지감자세트,기타,0,0,1,1
교육용 구입 가능 여부,교육 및 특별 용도,0,0,1,1
괜찮은 음량,사용자 경험,1,0,0,1
괜찮은 디스플레이,제품 기능 및 성능,1,0,0,1
구입 만족,사용자 경험,1,0,0,1
구입 부담,구매 및 소비자 반응,0,1,0,1
구입 성공,제품 출시 및 리뷰,1,0,0,1
기숙사에서 스피커 이점 없음,기타,0,1,0,1
기존 TV 사용,사용 용도 및 환경,0,0,1,1
기울어짐 위험,기타,0,1,0,1
기억을 반쯤 지워주는 느낌,기타,0,0,1,1
기어봉 장착 고객 대상,기타,0,0,1,1
기스 방지,기타,1,0,0,1
기스 및 사용감 있음,사용 경험 및 평가,0,1,0,1
기스 및 고장 없음,제품 상태 및 관리,1,0,0,1
기스 및 결로 우려,기타,0,1,0,1
기스 걱정,제품 불만 및 문제,0,1,0,1
기분 좋음,기타,1,0,0,1
구입 시기 2022.8,제품 상태 및 거래 조건,0,0,1,1
기분 좋은 출발,기타,1,0,0,1
기부,기타,1,0,0,1
기본적인 캠핑 장비 보유,사용자 경험,0,0,1,1
기본앱 탑재,제품 및 기능 만족,0,0,1,1
기대하던 배송,배송 및 지역,1,0,0,1
기대되는 실내 조명,기타,1,0,0,1
기대감 증가,기타,1,0,0,1
기대감,소비자 반응,1,0,0,1
기대 이상의 히트,영화 및 문화,1,0,0,1
기존 TV 처분 고민,사용 및 설치 환경,0,0,1,1
기존 TV보다 작은 크기,제품 기능 및 사양,0,0,1,1
기존 TV와 다른 용도,기타,1,0,0,1
기존 모델 할인,가격 및 구매,1,0,0,1
김포공항하이마트,마케팅 및 판매,0,0,1,1
긴 배터리 수명,제품 특징 및 사용,0,0,1,1
긴 대기 시간,배송 및 설치,0,1,0,1
기획의도 입증,기타,1,0,0,1
기호성 좋음,기타,1,0,0,1
기프팅 아이템,마케팅 및 프로모션,1,0,0,1
기타 학원 시연,기타,0,0,1,1
기타 외부보호필름 미출시,기술 및 성능,0,0,1,1
기초 입문자에게 하프스터디 추천,추천 및 계획,0,0,1,1
기차길 옆에서 스탠바이미 연상,영화 및 문화,0,0,1,1
기존 제품과 큰 차이 없음,기타,0,0,1,1
기존 제품 사용,기타,0,0,1,1
기존 제품 보유,기타,0,0,1,1
기존 스탠바이미와 비교,제품 비교 및 선택,0,0,1,1
기존 스탠바이미 스탠형,제품 비교,0,0,1,1
기존 스탠드 형태,제품 디자인 및 구조,0,0,1,1
기존 셋탑과 인터넷 연결 가능 여부,기타,0,0,1,1
기존 사용 경험,기타,0,0,1,1
기존 모델과 큰 차이 없음,기타,0,0,1,1
기다림의 어려움,기타,0,1,0,1
기다리기 힘들어 스탠바이미1세대 구매,시장 반응 및 인기,0,0,1,1
기능성 베개 사용,기타,0,0,1,1
근사한 분위기,기타,1,0,0,1
그랜드체로키 출고 고객 증정,기타,0,0,1,1
그래픽 만족,기능 및 연결성,1,0,0,1
규칙 설정,사용자 경험,0,0,1,1
귀찮은 조립 문제,개인 사정 및 기타,0,1,0,1
귀여운 고양이모래,기타,1,0,0,1
궁극적인 이동성,기타,0,0,1,1
군용 등급 내구성,제품 내구성 및 휴대성,1,0,0,1
국내 여행 준비물,사용 환경 및 용도,0,0,1,1
국내 TV 시장에서 큰 관심,브랜드 및 시장 반응,1,0,0,1
구하기 힘든 제품,제품 특징 및 활용,0,0,1,1
구하기 어려움,기타,0,1,0,1
구조 단단함,제품 크기 및 구조,1,0,0,1
구입처 쿠팡,기타,0,0,1,1
구입시기 3-4개월,제품 구매 및 경제성,0,0,1,1
구입가격 105만,기타,0,0,1,1
구입 지연,기타,0,1,0,1
구입 의사,스탠바이미 제품,1,0,0,1
구입 어려움,제품 구매 및 가격,0,1,0,1
구입 시기 3-4개월,기타,0,0,1,1
근거리 거래 협의 가능,거래 및 구매 관련,0,0,1,1
근사한 사운드,사운드 및 영상 품질,1,0,0,1
기능성 베개,기타,0,0,1,1
글로벌 시장 진출 목표,시장 및 출시 전략,0,0,1,1
기능 탐색,제품 특징 및 활용,0,0,1,1
기능 업그레이드,스탠바이미 제품,0,0,1,1
기능 문제 없음,제품 특징 및 사용,1,0,0,1
기능 문의,제품 기능 및 성능,0,0,1,1
기능 다양성,기능 및 사용,0,0,1,1
기능,제품 기능 및 성능,0,0,1,1
기념상품,기타,0,0,1,1
기내 수하물로 휴대 가능,기타,1,0,0,1
긍정적인 후기를 들음,추천 및 후기,1,0,0,1
긍정적인 후기,긍정적 평가,1,0,0,1
급하게 스탠드 필요,기타,0,0,1,1
급하게 구입,구매 및 경제성,0,0,1,1
급하게 구매,기타,0,0,1,1
급처분,제품 상태 및 판매,0,0,1,1
급작스러운 구매,렌탈 및 구매 옵션,0,0,1,1
금액내림,기타,0,0,1,1
금액 궁금,가격 및 거래 조건,0,0,1,1
금액 관심,구매 및 거래,0,0,1,1
글로벌 진출,제품 혁신 및 신제품,1,0,0,1
공항 이슈,기타,0,0,1,1
공청과 비교,기타,0,0,1,1
공짜 제공에 대한 의구심,기타,0,0,1,1
겉멋 우려,기타,0,1,0,1
게임 재미,제품 사용 경험,1,0,0,1
게임 용도,사용 용도 및 적합성,1,0,0,1
게임 시 포트리스와 유사,기타 제품 및 서비스,0,0,1,1
게임 및 엔터테인먼트 최적화,활용 및 적합성,1,0,0,1
게임 및 다양한 콘텐츠,기타,1,0,0,1
게임 모드,다양한 기능 및 설정,0,0,1,1
게이밍 환경,화질 및 디스플레이,0,0,1,1
게이밍 변신,기타,0,0,1,1
게릴라 행사,기타,0,0,1,1
검증된 인기가전,기타,1,0,0,1
경복궁 데이트,기타,0,0,1,1
검은색 티비,제품 구성 및 특성,0,0,1,1
검색을 통한 정보 확인,사용자 경험,0,0,1,1
검색으로 정보 확인 가능,기타,0,0,1,1
검색어 문제,기타,0,1,0,1
건조 기능,기타,1,0,0,1
건전지 동봉,기타,1,0,0,1
건장한 남성에게 문제 없음,기타,0,0,1,1
건대 핫플레이스,건강 및 생활,1,0,0,1
건강한 음식,기타,1,0,0,1
게임 플레이,기타,1,0,0,1
게임에 좋음,기타,1,0,0,1
게임용 모니터로 추천,기타,1,0,0,1
게임용 모델 활용,기능 및 성능,0,0,1,1
"경기, 서울권 배송",기타,0,0,1,1
경기 북부권 직거래 가능,판매 및 거래,0,0,1,1
결혼식 장면의 숨겨진 인물들,기타,0,0,1,1
결혼선물로 받음,구매 및 이벤트,0,0,1,1
결혼 후 구매,기타,0,0,1,1
결혼 준비 시 TV 선택 고민,TV 구매 및 사용 고민,0,0,1,1
결혼 준비,기타,0,0,1,1
결혼 선물 선택 고민,구매 및 선택 고민,0,0,1,1
결제방법,거래 및 구매 방법,0,0,1,1
결제 인증 오류,기타,0,1,0,1
결제 옵션,기타,0,0,1,1
결제 방법,가격 및 결제,0,0,1,1
결재 반려,거래 및 구매 관련,0,1,0,1
견고한 연결 부분,제품 내구성 및 품질,1,0,0,1
견고한 브리프케이스 형태,제품 내구성 및 휴대성,1,0,0,1
격리 중 사용,건강 및 생활,0,0,1,1
겨울철 실내 활동,기타,0,0,1,1
겨울 장박 사용,캠핑 및 휴대성,0,0,1,1
게임용 아님,기타,0,0,1,1
걱정,기타,0,1,0,1
거치형 27인치 대형모니터,제품 및 기술 사양,0,0,1,1
거치대와 모니터 조합,제품 디자인 및 이동성,0,0,1,1
거실 TV 대신 사용 불편 가능성,제품 특징 및 사용성,0,0,1,1
거북목 및 일자목 교정,기타,1,0,0,1
거래방법: 11번가 선물하기,거래 및 구매 방법,0,0,1,1
거래방법 선택 가능,구매 및 거래,0,0,1,1
거래 희망 지역: 청룡동,거래 및 배송 관련,0,0,1,1
거래 희망 지역: 역삼1동,거래 및 판매 관련,0,0,1,1
거래 희망 지역: 쌍문제3동,기타,0,0,1,1
거래 희망 지역: 성북동,제품 구매 및 거래,0,0,1,1
거래 희망 지역: 부평4동,거래 및 가격,0,0,1,1
거래 희망 지역: 부천동,거래 및 지역 관련,0,0,1,1
"거래 희망 지역 흥도동,화전동",거래 및 판매,0,0,1,1
거래 희망 지역 호암.직동,거래 및 지역 관련,0,0,1,1
"거래 희망 지역 혜화동, 청담동",기타,0,0,1,1
거래 희망 지역 풍무동,제품 구매 및 거래,0,0,1,1
거래 희망 지역 중곡제4동,거래 및 배송 관련,0,0,1,1
"거래 희망 지역 위례동, 야탑1동, 중앙동",거래 및 지역 관련,0,0,1,1
거래 희망 지역 용현5동,지역 및 거래 조건,0,0,1,1
거래 희망 지역 연산제5동,기타,0,0,1,1
거래 희망 지역 역삼2동,거래 및 배송 관련,0,0,1,1
거래 희망 지역 송도5동,구매 및 거래 위치,0,0,1,1
거실 65인치 TV 사용,사용 환경 및 용도,0,0,1,1
거실 TV 사용 불가,사용 환경 및 용도,0,1,0,1
거치대 필요 없음,사용 편의성,1,0,0,1
거실 TV 사용 빈도 낮음,제품 특징 및 활용,0,1,0,1
거치대 사용 불편,제품 불만 및 문제,0,1,0,1
거치대 변색,사용자 불만 및 문제점,0,1,0,1
거치대 문제 해결,기타,1,0,0,1
거치대 문제,제품 기능 및 사양,0,1,0,1
거치대 구매 고려,설치 및 이동성,0,0,1,1
거의 새것,가격 및 상태,1,0,0,1
거의 사용하지 않음,제품 상태 및 판매,0,0,1,1
거실에 TV 없어 불편,기타,0,1,0,1
거실에 TV 소파 비선호,사용 및 설치 환경,0,0,1,1
거실에 TV 미설치,가전 및 가구 선택 고민,0,0,1,1
"거실, 침실, 주방으로 이동 가능",기타,1,0,0,1
거실 인테리어 완성,라이프스타일 및 경험,1,0,0,1
거실 서재화,제품 비교 및 기타,0,1,0,1
거실 사용 계획,제품 설치 및 사용 환경,0,0,1,1
거실 사용,사용 환경 및 활용도,0,0,1,1
거실 배치 고민,사용 및 설치 환경,0,0,1,1
거실 및 안방에서 TV 없음,제품 특징 및 활용,0,0,1,1
거실 및 방 이동 사용,사용 환경 및 설치,0,0,1,1
거실 깔끔함,사용자 경험 및 만족도,0,0,1,1
경복궁 근처 위치,기타,0,0,1,1
경복궁 역 근처,기타,0,0,1,1
공중파/종편 채널 시청 방법 문의,콘텐츠 및 사용성,0,0,1,1
고품질 엔터테인먼트 경험,기타,1,0,0,1
공간 장식 효과,기타,1,0,0,1
공간 연출,기타,0,0,1,1
공간 부족으로 구매 포기,공간 및 휴대성 문제,0,1,0,1
골프존 회원 참여 가능,참여 및 체험,0,0,1,1
고화질 영상 시청,제품 기능 및 성능,1,0,0,1
고화질 영상,제품 특성 및 기능,1,0,0,1
고화질 디스플레이,성능 및 기술,1,0,0,1
고해상도 화면,제품 기능 및 성능,1,0,0,1
고해상도 영상,기능 및 성능,1,0,0,1
고품질 엔터테인먼트,제품 및 기능 만족,1,0,0,1
경복궁 역 근처 위치,기타,0,0,1,1
고품질 스피커,기술 및 기능,1,0,0,1
고출력 스피커,스피커 및 음질,1,0,0,1
고정형 디스플레이 대체,사용 사례 및 추천,1,0,0,1
고정식 32인치 4K TV,기타,0,0,1,1
고정된 TV 선호,기타,0,0,1,1
고전영화 시청,기타,0,0,1,1
고장 없이 작동 여부,기타,0,0,1,1
고장 없음 기대,제품 및 기능 만족,1,0,0,1
고음질,사용자 경험,1,0,0,1
공간 제약 없음,기능 및 성능,1,0,0,1
공간 차지,제품 불만 및 문제,0,1,0,1
공간 차지 적음,디자인 및 공간 활용,1,0,0,1
공간 필요,기타,0,0,1,1
공중파 시청 방법 문의,제품 특징 및 활용,0,0,1,1
공중파 TV 시청 불가능,제품 활용 및 기능,0,1,0,1
공영주차장 이용 가능,기타,1,0,0,1
공식카페 미참여,기타,0,1,0,1
공식 판매 재개 미정,제품 개선 및 아쉬움,0,0,1,1
공부 필요,기타,0,0,1,1
공부 사용 가능 여부,기타,0,0,1,1
공간활용성,디자인 및 공간 활용,1,0,0,1
공간의 경계를 넘다,디자인 및 공간 활용,0,0,1,1
공간의 경계를 넘고 싶음,기타,0,0,1,1
공간에 자연스럽게 어울림,디자인 및 스타일,1,0,0,1
공간 효율적 활용,기타,1,0,0,1
공간 효율적,디자인 및 공간 활용,1,0,0,1
공간 효율성,디자인 및 공간 활용,1,0,0,1
공간 활용성,공간 활용 및 설치,1,0,0,1
공간 활용 좋음,기타,1,0,0,1
공간 활용,기타,0,0,1,1
공간 확보,공간 활용 및 설치,1,0,0,1
공간 협소한 상황에서 인테리어,기타,0,0,1,1
고양이의 활발한 움직임,사용 및 설치 환경,0,0,1,1
고양이 최애간식,기타,1,0,0,1
고양이 눈 반짝이게 함,기타,1,0,0,1
고가의 경품,이벤트 및 프로모션,1,0,0,1
고가 가전제품,가격 및 경제성,0,0,1,1
고가,가격 및 구매,0,1,0,1
고 이사의 불쾌한 행동,기타,0,1,0,1
계좌이체로 카드할인 가능,구매 및 배송,0,0,1,1
경험의 제한성,사용 후기 및 경험,0,0,1,1
경품 혜택,프로모션 및 이벤트,0,0,1,1
경품 행사,마케팅 및 프로모션,1,0,0,1
경품 추첨 이벤트,이벤트 및 경품,0,0,1,1
경품 증정,프로모션 및 이벤트,0,0,1,1
경품 이벤트 진행 중,마케팅 및 이벤트,0,0,1,1
경품 수령,추천 및 계획,0,0,1,1
경품 다양,기타,0,0,1,1
경품 내용,프로모션 및 이벤트,0,0,1,1
경주 인근 배송 협의,거래 및 배송 관련,0,0,1,1
경제적 타겟,가격 및 구매 옵션,0,0,1,1
경제적 렌탈,제품 구매 및 경제성,0,0,1,1
경복궁역 인근 위치,위치 및 환경,1,0,0,1
경복궁역 근처 위치,기타,0,0,1,1
경복궁역 근처,위치 및 환경,0,0,1,1
고가 브랜드 제품 부담,기타,0,1,0,1
고가의 제품,사용자 경험,0,1,0,1
고양이 기호성 좋음,기타,1,0,0,1
고객 높은 관심,시장 및 소비자 반응,1,0,0,1
고양이 간식 추천,기타,1,0,0,1
고선명 클리어 타입 필름,제품 및 액세서리,1,0,0,1
고민 후 구매 추천,제품 출시 및 리뷰,1,0,0,1
고민 중,제품 비교 및 선택 고민,0,0,1,1
고릴라캠핑 울산점 체험 가능,브랜드 및 이벤트,0,0,1,1
고디의 후원자,기타,0,0,1,1
고디의 성장,제품 출시 및 리뷰,0,0,1,1
고급진 케이스로 변경,외관 및 디자인,1,0,0,1
고급스러운 후면 마감재,제품 기능 및 성능,1,0,0,1
고급스러운 분위기의 LP바,디자인 및 스타일,1,0,0,1
고급스러운 디자인,제품 디자인 및 만족도,1,0,0,1
고급 케이스 변경,개인 사정 및 기타,1,0,0,1
고급 바,사회 및 커뮤니티,1,0,0,1
고광택,제품 기능 및 성능,1,0,0,1
고객자가 설치,서비스 및 지원,0,0,1,1
고객자 설치,기타,0,0,1,1
고객감동경영대상,사용 후기 및 경험,0,0,1,1
고객 직접 설치 가능,제품 설치 및 사용,0,0,1,1
고객 자가 설치,제품 설치 및 조립,0,0,1,1
깔끔하고 세련된 스타일,디자인 및 스타일,1,0,0,1
깔끔하고 예쁜 디자인,디자인 및 공간 활용,1,0,0,1
"거래 희망 지역 산본1동, 금정동",기타,0,0,1,1
당근 직거래,거래 및 판매,0,0,1,1
대단한 모델,제품의 장점 및 추천,1,0,0,1
대구 팝업스토어,이벤트 및 프로모션,0,0,1,1
대구 직거래 가능,거래 및 판매,0,0,1,1
대구 지역 직거래,가격 및 거래,0,0,1,1
당첨자 발표 일정,이벤트 및 프로모션,0,0,1,1
당첨 희망,기타,0,0,1,1
당첨 기쁨,이벤트 및 프로모션,1,0,0,1
당일 재고,기타,1,0,0,1
당근 활용 추천,기타,0,0,1,1
단팥 없는 단팥빵,기타,0,0,1,1
다품목 할인,기타,1,0,0,1
단차 확인 요청,기타,0,0,1,1
단자 편리함,기타,1,0,0,1
단순한 성장영화 아님,영화 관련,1,0,0,1
단순개봉 새상품,제품 상태 및 거래,0,0,1,1
단순 영상 시청 이상 기능,기타,0,0,1,1
단독 사용 가능,제품 기능 및 사용성,1,0,0,1
단단한 제품,제품 특징 및 활용,1,0,0,1
단기렌탈 서비스,기타,0,0,1,1
단기간 렌탈 가능,구매 및 가격,1,0,0,1
대단한 미러링 기능,기능 및 성능,1,0,0,1
대박 경품,참여 및 이벤트,0,0,1,1
대박 할인,프로모션 및 이벤트,1,0,0,1
대박 할인가,기타,1,0,0,1
대형 모니터,기타,0,0,1,1
대형 TV와 스탠바이미 비교,스탠바이미 제품 및 기능,0,0,1,1
대형 TV 모니터,제품 기능 및 성능,0,0,1,1
대표적인 브랜드,브랜드 및 신뢰도,1,0,0,1
대폭 할인,제품 상태 및 가격,1,0,0,1
대체품 사용,기타,0,0,1,1
대체재 부족,기타,0,1,0,1
대중적인 27인치 크기,기술 및 호환성,0,0,1,1
대중교통/대리운전 이용 권장,기타,0,0,1,1
대전 직거래 가능,지역 및 거래 조건,0,0,1,1
대전 직거래,거래 및 판매,0,0,1,1
대우 스텐레스 통세척 밥통형 가열식 가습기,기타,0,0,1,1
대역 및 특수효과 사용,사회적 이슈 및 트렌드,0,0,1,1
대여 서비스,기타,0,0,1,1
대여 기간 선택 가능,기타,0,0,1,1
대여 가능,부가 서비스 및 혜택,0,0,1,1
대안 제품 고려,구매 및 사용 경험,0,0,1,1
대세 브랜드,사용 경험 및 인기,1,0,0,1
대박인 미러링 기능,미러링 및 연결,1,0,0,1
단기 대여 이용,기타,0,0,1,1
다채로운 라이프 스타일 지원,사용자 경험 및 만족도,0,0,1,1
깔끔한 모바일OS 형태,디자인 및 외관,1,0,0,1
다양한 용도로 활용,사용 용도 및 적합성,0,0,1,1
다양한 체험,서비스 및 지원,1,0,0,1
다양한 즐길거리,기타,1,0,0,1
다양한 즐길 거리,기타,1,0,0,1
다양한 제품에 적합,기타,0,0,1,1
다양한 제품 선보임,기타,0,0,1,1
다양한 장소에서 활용,사용 용도 및 기능,1,0,0,1
다양한 장소로 이동 가능,제품 적합성 및 사용 장소,1,0,0,1
